_id,Date,Country,Sex,SexQF,AgeGroup,AgeGroupQF,Population,PopulationQF,Dose,DoseQF,NumberVaccinated,NumberVaccinatedQF,PercentCoverage,PercentCoverageQF,CumulativeNumberVaccinated,CumulativeNumberVaccinatedQF,CumulativePercentCoverage,CumulativePercentCoverageQF
11390,20210422,S92000003,Male,"",75 to 79,"",89206,"",Dose 2,"",4125,"",4.62412842185503,"",64222,"",71.9929152747573,""
11391,20210422,S92000003,Male,"",80 years and over,d,106156,"",Dose 1,"",10,"",0.00942009872263461,"",109958,"",103.581521534346,""
11392,20210422,S92000003,Male,"",80 years and over,d,106156,"",Dose 2,"",1782,"",1.67866159237349,"",97508,"",91.8534986246656,""
11393,20210422,S92000003,Total,d,12 to 15,"",234135,"",Dose 1,"",0,"",0,"",34,"",0.0145215367202682,""
11394,20210422,S92000003,Total,d,12 to 15,"",234135,"",Dose 2,"",0,"",0,"",3,"",0.00128131206355308,""
11395,20210422,S92000003,Total,d,16 to 17,"",110139,"",Dose 1,"",14,"",0.0127112103796112,"",5758,"",5.22793924041439,""
11396,20210422,S92000003,Total,d,16 to 17,"",110139,"",Dose 2,"",29,"",0.0263303643577661,"",546,"",0.495737204804838,""
11397,20210422,S92000003,Total,d,16 years and over,d,4549217,"",Dose 1,"",2954,"",0.0649342513228101,"",2766550,"",60.8137620166284,""
11398,20210422,S92000003,Total,d,16 years and over,d,4549217,"",Dose 2,"",48422,"",1.06440295110126,"",982947,"",21.6069490639818,""
11399,20210422,S92000003,Total,d,18 to 29,"",833947,"",Dose 1,"",569,"",0.0682297556079703,"",154500,"",18.5263571905649,""
11400,20210422,S92000003,Total,d,18 to 29,"",833947,"",Dose 2,"",627,"",0.0751846340354963,"",55492,"",6.65413989138399,""
11401,20210422,S92000003,Total,d,18 years and over,d,4439078,"",Dose 1,"",2940,"",0.0662299693765237,"",2760792,"",62.1929148350176,""
11402,20210422,S92000003,Total,d,18 years and over,d,4439078,"",Dose 2,"",48393,"",1.09015881225786,"",982401,"",22.1307442671654,""
11403,20210422,S92000003,Total,d,30 to 39,"",729735,"",Dose 1,"",614,"",0.084140133062002,"",191339,"",26.2203402605055,""
11404,20210422,S92000003,Total,d,30 to 39,"",729735,"",Dose 2,"",846,"",0.115932496043084,"",66586,"",9.12468224766525,""
11405,20210422,S92000003,Total,d,40 to 49,"",674290,"",Dose 1,"",944,"",0.139999110175147,"",254258,"",37.707514570882,""
11406,20210422,S92000003,Total,d,40 to 49,"",674290,"",Dose 2,"",1164,"",0.172626021444779,"",79252,"",11.7533998724584,""
11407,20210422,S92000003,Total,d,40 years and over,d,2875396,"",Dose 1,"",1757,"",0.0611046269800751,"",2414953,"",83.9867969490116,""
11408,20210422,S92000003,Total,d,40 years and over,d,2875396,"",Dose 2,"",46920,"",1.63177524069728,"",860323,"",29.9201570844503,""
11409,20210422,S92000003,Total,d,50 to 54,"",393113,"",Dose 1,"",405,"",0.103023812491574,"",349558,"",88.9204885109371,""
11410,20210422,S92000003,Total,d,50 to 54,"",393113,"",Dose 2,"",1006,"",0.25590606263339,"",56426,"",14.3536336880235,""
11411,20210422,S92000003,Total,d,55 to 59,"",399344,"",Dose 1,"",171,"",0.0428202251692776,"",385329,"",96.4904944108338,""
11412,20210422,S92000003,Total,d,55 to 59,"",399344,"",Dose 2,"",1335,"",0.334298249128571,"",62440,"",15.6356424536239,""
11413,20210422,S92000003,Total,d,60 to 64,"",352569,"",Dose 1,"",92,"",0.0260941829826218,"",353157,"",100.16677586515,""
11414,20210422,S92000003,Total,d,60 to 64,"",352569,"",Dose 2,"",2151,"",0.610093343430648,"",52943,"",15.0163514092277,""
11415,20210422,S92000003,Total,d,65 to 69,"",300433,"",Dose 1,"",52,"",0.017308351612506,"",301029,"",100.198380337713,""
11416,20210422,S92000003,Total,d,65 to 69,"",300433,"",Dose 2,"",10173,"",3.38611271065429,"",84119,"",27.999254409469,""
11417,20210422,S92000003,Total,d,70 to 74,"",285830,"",Dose 1,"",41,"",0.0143441906028059,"",285546,"",99.9006402407025,""
11418,20210422,S92000003,Total,d,70 to 74,"",285830,"",Dose 2,"",17667,"",6.18094671657979,"",137648,"",48.1572962950005,""
11419,20210422,S92000003,Total,d,75 to 79,"",198210,"",Dose 1,"",23,"",0.0116038544977549,"",205937,"",103.898390595833,""
11420,20210422,S92000003,Total,d,75 to 79,"",198210,"",Dose 2,"",8880,"",4.48009686695929,"",140019,"",70.6417436052671,""
11421,20210422,S92000003,Total,d,80 years and over,d,271607,"",Dose 1,"",29,"",0.0106771916776814,"",280139,"",103.141303427379,""
11422,20210422,S92000003,Total,d,80 years and over,d,271607,"",Dose 2,"",4544,"",1.67300548218566,"",247476,"",91.115471987099,""
11423,20210422,S92000003,Total,d,All vaccinations,d,,"",Dose 1,"",2954,"",,z,2766648,"",,z
11424,20210422,S92000003,Total,d,All vaccinations,d,,"",Dose 2,"",48424,"",,z,982961,"",,z
11425,20210423,S92000003,Female,"",12 to 15,"",114486,"",Dose 1,"",0,"",0,"",15,"",0.0131020386772182,""
11426,20210423,S92000003,Female,"",12 to 15,"",114486,"",Dose 2,"",0,"",0,"",1,"",0.00087346924514787,""
11427,20210423,S92000003,Female,"",16 to 17,"",53579,"",Dose 1,"",43,"",0.0802553239142201,"",2934,"",5.47602605498423,""
11428,20210423,S92000003,Female,"",16 to 17,"",53579,"",Dose 2,"",5,"",0.00933201440863025,"",349,"",0.651374605722391,""
11429,20210423,S92000003,Female,"",16 years and over,d,2354012,"",Dose 1,"",2870,"",0.121919514428983,"",1526584,"",64.8503066254548,""
11430,20210423,S92000003,Female,"",16 years and over,d,2354012,"",Dose 2,"",21458,"",0.911550153525131,"",642698,"",27.3022397506895,""
11431,20210423,S92000003,Female,"",18 to 29,"",413185,"",Dose 1,"",1121,"",0.271307041639943,"",99200,"",24.0086159952564,""
11432,20210423,S92000003,Female,"",18 to 29,"",413185,"",Dose 2,"",376,"",0.0910003993368588,"",43003,"",10.4076866294759,""
11433,20210423,S92000003,Female,"",30 to 39,"",370019,"",Dose 1,"",367,"",0.0991840959518295,"",122760,"",33.1766747112986,""
11434,20210423,S92000003,Female,"",30 to 39,"",370019,"",Dose 2,"",506,"",0.136749734473095,"",50755,"",13.7168631881066,""
11435,20210423,S92000003,Female,"",40 to 49,"",345328,"",Dose 1,"",878,"",0.254251030903952,"",156796,"",45.4049483389705,""
11436,20210423,S92000003,Female,"",40 to 49,"",345328,"",Dose 2,"",741,"",0.214578603530557,"",61197,"",17.7214126859102,""
11437,20210423,S92000003,Female,"",50 to 54,"",203758,"",Dose 1,"",255,"",0.125148460428548,"",181701,"",89.1749035620688,""
11438,20210423,S92000003,Female,"",50 to 54,"",203758,"",Dose 2,"",560,"",0.274835834666614,"",43267,"",21.2345036759293,""
11439,20210423,S92000003,Female,"",55 to 59,"",205996,"",Dose 1,"",74,"",0.0359230276316045,"",197744,"",95.9940969727568,""
11440,20210423,S92000003,Female,"",55 to 59,"",205996,"",Dose 2,"",719,"",0.349035903609779,"",46892,"",22.7635488067729,""
11441,20210423,S92000003,Female,"",60 to 64,"",181868,"",Dose 1,"",51,"",0.0280423164053049,"",180396,"",99.1906217696351,""
11442,20210423,S92000003,Female,"",60 to 64,"",181868,"",Dose 2,"",1151,"",0.632876591813843,"",37375,"",20.5506191303583,""
11443,20210423,S92000003,Female,"",65 to 69,"",155904,"",Dose 1,"",28,"",0.0179597701149425,"",154418,"",99.0468493431856,""
11444,20210423,S92000003,Female,"",65 to 69,"",155904,"",Dose 2,"",4213,"",2.7023039819376,"",49466,"",31.728499589491,""
11445,20210423,S92000003,Female,"",70 to 74,"",149920,"",Dose 1,"",19,"",0.0126734258271078,"",148984,"",99.375667022412,""
11446,20210423,S92000003,Female,"",70 to 74,"",149920,"",Dose 2,"",6933,"",4.62446638207044,"",78375,"",52.2778815368196,""
11447,20210423,S92000003,Female,"",75 to 79,"",109004,"",Dose 1,"",20,"",0.0183479505339254,"",111456,"",102.249458735459,""
11448,20210423,S92000003,Female,"",75 to 79,"",109004,"",Dose 2,"",4079,"",3.74206451139408,"",79876,"",73.2780448423911,""
11449,20210423,S92000003,Female,"",80 years and over,d,165451,"",Dose 1,"",14,"",0.00846171978410527,"",170195,"",102.8673141897,""
11450,20210423,S92000003,Female,"",80 years and over,d,165451,"",Dose 2,"",2175,"",1.31458860931635,"",152143,"",91.9565309366519,""
11451,20210423,S92000003,Male,"",12 to 15,"",119649,"",Dose 1,"",0,"",0,"",19,"",0.0158797816947906,""
11452,20210423,S92000003,Male,"",12 to 15,"",119649,"",Dose 2,"",0,"",0,"",2,"",0.00167155596787269,""
11453,20210423,S92000003,Male,"",16 to 17,"",56560,"",Dose 1,"",40,"",0.0707213578500707,"",2907,"",5.13967468175389,""
11454,20210423,S92000003,Male,"",16 to 17,"",56560,"",Dose 2,"",9,"",0.0159123055162659,"",211,"",0.373055162659123,""
11455,20210423,S92000003,Male,"",16 years and over,d,2195205,"",Dose 1,"",2688,"",0.122448700690824,"",1245524,"",56.7383911753116,""
11456,20210423,S92000003,Male,"",16 years and over,d,2195205,"",Dose 2,"",17908,"",0.815778025286932,"",379615,"",17.2929179734922,""
11457,20210423,S92000003,Male,"",18 to 29,"",420762,"",Dose 1,"",898,"",0.213422314752758,"",57319,"",13.6226655448924,""
11458,20210423,S92000003,Male,"",18 to 29,"",420762,"",Dose 2,"",231,"",0.0549003949976471,"",13096,"",3.11244836748566,""
11459,20210423,S92000003,Male,"",30 to 39,"",359716,"",Dose 1,"",304,"",0.0845111143235219,"",69250,"",19.2512982463944,""
11460,20210423,S92000003,Male,"",30 to 39,"",359716,"",Dose 2,"",298,"",0.0828431318039787,"",16635,"",4.62448153543351,""
11461,20210423,S92000003,Male,"",40 to 49,"",328962,"",Dose 1,"",924,"",0.28088350630164,"",99264,"",30.1749138198333,""
11462,20210423,S92000003,Male,"",40 to 49,"",328962,"",Dose 2,"",437,"",0.132842091183784,"",19233,"",5.84657194447991,""
11463,20210423,S92000003,Male,"",50 to 54,"",189355,"",Dose 1,"",293,"",0.154735813683293,"",168405,"",88.936125267355,""
11464,20210423,S92000003,Male,"",50 to 54,"",189355,"",Dose 2,"",355,"",0.187478545588973,"",14074,"",7.43260014258932,""
11465,20210423,S92000003,Male,"",55 to 59,"",193348,"",Dose 1,"",72,"",0.0372385543165691,"",187731,"",97.0948755611643,""
11466,20210423,S92000003,Male,"",55 to 59,"",193348,"",Dose 2,"",551,"",0.284978380950411,"",16818,"",8.6983056457786,""
11467,20210423,S92000003,Male,"",60 to 64,"",170701,"",Dose 1,"",62,"",0.0363208182728865,"",172874,"",101.2729860985,""
11468,20210423,S92000003,Male,"",60 to 64,"",170701,"",Dose 2,"",987,"",0.578203994118371,"",17706,"",10.3725227151569,""
11469,20210423,S92000003,Male,"",65 to 69,"",144529,"",Dose 1,"",43,"",0.0297518145147341,"",146682,"",101.489666433726,""
11470,20210423,S92000003,Male,"",65 to 69,"",144529,"",Dose 2,"",4006,"",2.7717620685122,"",42872,"",29.663250973853,""
11471,20210423,S92000003,Male,"",70 to 74,"",135910,"",Dose 1,"",28,"",0.0206018688838202,"",136609,"",100.514310941064,""
11472,20210423,S92000003,Male,"",70 to 74,"",135910,"",Dose 2,"",6244,"",4.5942167610919,"",72450,"",53.3073357368847,""
11473,20210423,S92000003,Male,"",75 to 79,"",89206,"",Dose 1,"",14,"",0.0156940116135686,"",94515,"",105.951393404031,""
11474,20210423,S92000003,Male,"",75 to 79,"",89206,"",Dose 2,"",3432,"",3.84727484698339,"",67654,"",75.8401901217407,""
11475,20210423,S92000003,Male,"",80 years and over,d,106156,"",Dose 1,"",10,"",0.00942009872263461,"",109968,"",103.590941633068,""
11476,20210423,S92000003,Male,"",80 years and over,d,106156,"",Dose 2,"",1358,"",1.27924940653378,"",98866,"",93.1327480311994,""
11477,20210423,S92000003,Total,d,12 to 15,"",234135,"",Dose 1,"",0,"",0,"",34,"",0.0145215367202682,""
11478,20210423,S92000003,Total,d,12 to 15,"",234135,"",Dose 2,"",0,"",0,"",3,"",0.00128131206355308,""
11479,20210423,S92000003,Total,d,16 to 17,"",110139,"",Dose 1,"",83,"",0.0753593186791237,"",5841,"",5.30329855909351,""
11480,20210423,S92000003,Total,d,16 to 17,"",110139,"",Dose 2,"",14,"",0.0127112103796112,"",560,"",0.508448415184449,""
11481,20210423,S92000003,Total,d,16 years and over,d,4549217,"",Dose 1,"",5558,"",0.122174870972301,"",2772108,"",60.9359368876007,""
11482,20210423,S92000003,Total,d,16 years and over,d,4549217,"",Dose 2,"",39366,"",0.865335727005329,"",1022313,"",22.4722847909871,""
11483,20210423,S92000003,Total,d,18 to 29,"",833947,"",Dose 1,"",2019,"",0.24210171629612,"",156519,"",18.768458906861,""
11484,20210423,S92000003,Total,d,18 to 29,"",833947,"",Dose 2,"",607,"",0.0727864000949701,"",56099,"",6.72692629147895,""
11485,20210423,S92000003,Total,d,18 years and over,d,4439078,"",Dose 1,"",5475,"",0.123336422563424,"",2766267,"",62.316251257581,""
11486,20210423,S92000003,Total,d,18 years and over,d,4439078,"",Dose 2,"",39352,"",0.886490392824816,"",1021753,"",23.0172346599902,""
11487,20210423,S92000003,Total,d,30 to 39,"",729735,"",Dose 1,"",671,"",0.0919511877599403,"",192010,"",26.3122914482655,""
11488,20210423,S92000003,Total,d,30 to 39,"",729735,"",Dose 2,"",804,"",0.11017698205513,"",67390,"",9.23485922972038,""
11489,20210423,S92000003,Total,d,40 to 49,"",674290,"",Dose 1,"",1802,"",0.267244064126711,"",256060,"",37.9747586350087,""
11490,20210423,S92000003,Total,d,40 to 49,"",674290,"",Dose 2,"",1178,"",0.174702279434665,"",80430,"",11.9281021518931,""
11491,20210423,S92000003,Total,d,40 years and over,d,2875396,"",Dose 1,"",2785,"",0.0968562243252756,"",2417738,"",84.0836531733368,""
11492,20210423,S92000003,Total,d,40 years and over,d,2875396,"",Dose 2,"",37941,"",1.31950520902164,"",898264,"",31.2396622934719,""
11493,20210423,S92000003,Total,d,50 to 54,"",393113,"",Dose 1,"",548,"",0.139400121593537,"",350106,"",89.0598886325306,""
11494,20210423,S92000003,Total,d,50 to 54,"",393113,"",Dose 2,"",915,"",0.232757502295778,"",57341,"",14.5863911903193,""
11495,20210423,S92000003,Total,d,55 to 59,"",399344,"",Dose 1,"",146,"",0.0365599583316639,"",385475,"",96.5270543691654,""
11496,20210423,S92000003,Total,d,55 to 59,"",399344,"",Dose 2,"",1270,"",0.318021555350775,"",63710,"",15.9536640089747,""
11497,20210423,S92000003,Total,d,60 to 64,"",352569,"",Dose 1,"",113,"",0.032050463880829,"",353270,"",100.198826329031,""
11498,20210423,S92000003,Total,d,60 to 64,"",352569,"",Dose 2,"",2138,"",0.606406121922234,"",55081,"",15.6227575311499,""
11499,20210423,S92000003,Total,d,65 to 69,"",300433,"",Dose 1,"",71,"",0.0236325570093831,"",301100,"",100.222012894722,""
11500,20210423,S92000003,Total,d,65 to 69,"",300433,"",Dose 2,"",8219,"",2.73571811352282,"",92338,"",30.7349725229918,""
11501,20210423,S92000003,Total,d,70 to 74,"",285830,"",Dose 1,"",47,"",0.0164433404471189,"",285593,"",99.9170835811496,""
11502,20210423,S92000003,Total,d,70 to 74,"",285830,"",Dose 2,"",13177,"",4.61008291641885,"",150825,"",52.7673792114194,""
11503,20210423,S92000003,Total,d,75 to 79,"",198210,"",Dose 1,"",34,"",0.0171535240401594,"",205971,"",103.915544119873,""
11504,20210423,S92000003,Total,d,75 to 79,"",198210,"",Dose 2,"",7511,"",3.7894152666364,"",147530,"",74.4311588719035,""
11505,20210423,S92000003,Total,d,80 years and over,d,271607,"",Dose 1,"",24,"",0.00883629656083974,"",280163,"",103.150139723939,""
11506,20210423,S92000003,Total,d,80 years and over,d,271607,"",Dose 2,"",3533,"",1.30077648956028,"",251009,"",92.4162484766593,""
11507,20210423,S92000003,Total,d,All vaccinations,d,,"",Dose 1,"",5558,"",,z,2772206,"",,z
11508,20210423,S92000003,Total,d,All vaccinations,d,,"",Dose 2,"",39366,"",,z,1022327,"",,z
11509,20210424,S92000003,Female,"",12 to 15,"",114486,"",Dose 1,"",0,"",0,"",15,"",0.0131020386772182,""
11510,20210424,S92000003,Female,"",12 to 15,"",114486,"",Dose 2,"",0,"",0,"",1,"",0.00087346924514787,""
11511,20210424,S92000003,Female,"",16 to 17,"",53579,"",Dose 1,"",46,"",0.0858545325593983,"",2980,"",5.56188058754363,""
11512,20210424,S92000003,Female,"",16 to 17,"",53579,"",Dose 2,"",10,"",0.0186640288172605,"",359,"",0.670038634539652,""
11513,20210424,S92000003,Female,"",16 years and over,d,2354012,"",Dose 1,"",1795,"",0.0762527973519251,"",1528379,"",64.9265594228067,""
11514,20210424,S92000003,Female,"",16 years and over,d,2354012,"",Dose 2,"",25846,"",1.09795532053363,"",668544,"",28.4001950712231,""
11515,20210424,S92000003,Female,"",18 to 29,"",413185,"",Dose 1,"",326,"",0.0788992824037659,"",99526,"",24.0875152776601,""
11516,20210424,S92000003,Female,"",18 to 29,"",413185,"",Dose 2,"",315,"",0.0762370366784854,"",43318,"",10.4839236661544,""
11517,20210424,S92000003,Female,"",30 to 39,"",370019,"",Dose 1,"",209,"",0.0564835859780173,"",122969,"",33.2331582972766,""
11518,20210424,S92000003,Female,"",30 to 39,"",370019,"",Dose 2,"",519,"",0.140263067572206,"",51274,"",13.8571262556788,""
11519,20210424,S92000003,Female,"",40 to 49,"",345328,"",Dose 1,"",762,"",0.220659778529398,"",157558,"",45.6256081174999,""
11520,20210424,S92000003,Female,"",40 to 49,"",345328,"",Dose 2,"",833,"",0.24121994162072,"",62030,"",17.9626326275309,""
11521,20210424,S92000003,Female,"",50 to 54,"",203758,"",Dose 1,"",259,"",0.127111573533309,"",181960,"",89.302015135602,""
11522,20210424,S92000003,Female,"",50 to 54,"",203758,"",Dose 2,"",767,"",0.376426937838024,"",44034,"",21.6109306137673,""
11523,20210424,S92000003,Female,"",55 to 59,"",205996,"",Dose 1,"",62,"",0.0300976717994524,"",197806,"",96.0241946445562,""
11524,20210424,S92000003,Female,"",55 to 59,"",205996,"",Dose 2,"",1003,"",0.486902658304045,"",47895,"",23.250451465077,""
11525,20210424,S92000003,Female,"",60 to 64,"",181868,"",Dose 1,"",44,"",0.0241933710163415,"",180440,"",99.2148151406515,""
11526,20210424,S92000003,Female,"",60 to 64,"",181868,"",Dose 2,"",1510,"",0.830272505333539,"",38885,"",21.3808916356918,""
11527,20210424,S92000003,Female,"",65 to 69,"",155904,"",Dose 1,"",49,"",0.0314295977011494,"",154467,"",99.0782789408867,""
11528,20210424,S92000003,Female,"",65 to 69,"",155904,"",Dose 2,"",5474,"",3.51113505747126,"",54940,"",35.2396346469622,""
11529,20210424,S92000003,Female,"",70 to 74,"",149920,"",Dose 1,"",19,"",0.0126734258271078,"",149003,"",99.3883404482391,""
11530,20210424,S92000003,Female,"",70 to 74,"",149920,"",Dose 2,"",7829,"",5.22211846318036,"",86204,"",57.5,""
11531,20210424,S92000003,Female,"",75 to 79,"",109004,"",Dose 1,"",5,"",0.00458698763348134,"",111461,"",102.254045723093,""
11532,20210424,S92000003,Female,"",75 to 79,"",109004,"",Dose 2,"",5180,"",4.75211918828667,"",85056,"",78.0301640306778,""
11533,20210424,S92000003,Female,"",80 years and over,d,165451,"",Dose 1,"",14,"",0.00846171978410527,"",170209,"",102.875775909484,""
11534,20210424,S92000003,Female,"",80 years and over,d,165451,"",Dose 2,"",2406,"",1.45420698575409,"",154549,"",93.410737922406,""
11535,20210424,S92000003,Male,"",12 to 15,"",119649,"",Dose 1,"",0,"",0,"",19,"",0.0158797816947906,""
11536,20210424,S92000003,Male,"",12 to 15,"",119649,"",Dose 2,"",0,"",0,"",2,"",0.00167155596787269,""
11537,20210424,S92000003,Male,"",16 to 17,"",56560,"",Dose 1,"",47,"",0.0830975954738331,"",2954,"",5.22277227722772,""
11538,20210424,S92000003,Male,"",16 to 17,"",56560,"",Dose 2,"",17,"",0.0300565770862801,"",228,"",0.403111739745403,""
11539,20210424,S92000003,Male,"",16 years and over,d,2195205,"",Dose 1,"",1942,"",0.0884655419425521,"",1247466,"",56.8268567172542,""
11540,20210424,S92000003,Male,"",16 years and over,d,2195205,"",Dose 2,"",23012,"",1.04828478433677,"",402627,"",18.341202757829,""
11541,20210424,S92000003,Male,"",18 to 29,"",420762,"",Dose 1,"",231,"",0.0549003949976471,"",57550,"",13.67756593989,""
11542,20210424,S92000003,Male,"",18 to 29,"",420762,"",Dose 2,"",312,"",0.074151182853965,"",13408,"",3.18659955033962,""
11543,20210424,S92000003,Male,"",30 to 39,"",359716,"",Dose 1,"",218,"",0.0606033648767361,"",69468,"",19.3119016112711,""
11544,20210424,S92000003,Male,"",30 to 39,"",359716,"",Dose 2,"",431,"",0.11981674432052,"",17066,"",4.74429827975403,""
11545,20210424,S92000003,Male,"",40 to 49,"",328962,"",Dose 1,"",858,"",0.260820398708665,"",100122,"",30.435734218542,""
11546,20210424,S92000003,Male,"",40 to 49,"",328962,"",Dose 2,"",680,"",0.206710805503371,"",19913,"",6.05328274998328,""
11547,20210424,S92000003,Male,"",50 to 54,"",189355,"",Dose 1,"",362,"",0.19117530564284,"",168767,"",89.1273005729978,""
11548,20210424,S92000003,Male,"",50 to 54,"",189355,"",Dose 2,"",676,"",0.357001399487735,"",14750,"",7.78960154207705,""
11549,20210424,S92000003,Male,"",55 to 59,"",193348,"",Dose 1,"",99,"",0.0512030121852825,"",187830,"",97.1460785733496,""
11550,20210424,S92000003,Male,"",55 to 59,"",193348,"",Dose 2,"",952,"",0.492376440407969,"",17770,"",9.19068208618656,""
11551,20210424,S92000003,Male,"",60 to 64,"",170701,"",Dose 1,"",66,"",0.0386640968711372,"",172940,"",101.311650195371,""
11552,20210424,S92000003,Male,"",60 to 64,"",170701,"",Dose 2,"",1442,"",0.844751934669393,"",19148,"",11.2172746498263,""
11553,20210424,S92000003,Male,"",65 to 69,"",144529,"",Dose 1,"",28,"",0.0193732745677338,"",146710,"",101.509039708294,""
11554,20210424,S92000003,Male,"",65 to 69,"",144529,"",Dose 2,"",5119,"",3.54184973257962,"",47991,"",33.2051007064326,""
11555,20210424,S92000003,Male,"",70 to 74,"",135910,"",Dose 1,"",17,"",0.0125082775366051,"",136626,"",100.526819218601,""
11556,20210424,S92000003,Male,"",70 to 74,"",135910,"",Dose 2,"",7217,"",5.31013170480465,"",79667,"",58.6174674416894,""
11557,20210424,S92000003,Male,"",75 to 79,"",89206,"",Dose 1,"",7,"",0.0078470058067843,"",94522,"",105.959240409838,""
11558,20210424,S92000003,Male,"",75 to 79,"",89206,"",Dose 2,"",4466,"",5.00638970472838,"",72120,"",80.8465798264691,""
11559,20210424,S92000003,Male,"",80 years and over,d,106156,"",Dose 1,"",9,"",0.00847808885037115,"",109977,"",103.599419721919,""
11560,20210424,S92000003,Male,"",80 years and over,d,106156,"",Dose 2,"",1700,"",1.60141678284788,"",100566,"",94.7341648140472,""
11561,20210424,S92000003,Total,d,12 to 15,"",234135,"",Dose 1,"",0,"",0,"",34,"",0.0145215367202682,""
11562,20210424,S92000003,Total,d,12 to 15,"",234135,"",Dose 2,"",0,"",0,"",3,"",0.00128131206355308,""
11563,20210424,S92000003,Total,d,16 to 17,"",110139,"",Dose 1,"",93,"",0.0844387546645602,"",5934,"",5.38773731375807,""
11564,20210424,S92000003,Total,d,16 to 17,"",110139,"",Dose 2,"",27,"",0.0245144771606788,"",587,"",0.532962892345128,""
11565,20210424,S92000003,Total,d,16 years and over,d,4549217,"",Dose 1,"",3737,"",0.0821460044662631,"",2775845,"",61.0180828920669,""
11566,20210424,S92000003,Total,d,16 years and over,d,4549217,"",Dose 2,"",48858,"",1.07398701798573,"",1071171,"",23.5462718089728,""
11567,20210424,S92000003,Total,d,18 to 29,"",833947,"",Dose 1,"",557,"",0.0667908152436546,"",157076,"",18.8352497221046,""
11568,20210424,S92000003,Total,d,18 to 29,"",833947,"",Dose 2,"",627,"",0.0751846340354963,"",56726,"",6.80211092551445,""
11569,20210424,S92000003,Total,d,18 years and over,d,4439078,"",Dose 1,"",3644,"",0.0820891185061402,"",2769911,"",62.3983403760871,""
11570,20210424,S92000003,Total,d,18 years and over,d,4439078,"",Dose 2,"",48831,"",1.10002572606293,"",1070584,"",24.1172603860531,""
11571,20210424,S92000003,Total,d,30 to 39,"",729735,"",Dose 1,"",427,"",0.0585143922108711,"",192437,"",26.3708058404763,""
11572,20210424,S92000003,Total,d,30 to 39,"",729735,"",Dose 2,"",950,"",0.130184244965638,"",68340,"",9.36504347468602,""
11573,20210424,S92000003,Total,d,40 to 49,"",674290,"",Dose 1,"",1620,"",0.240252710258198,"",257680,"",38.2150113452669,""
11574,20210424,S92000003,Total,d,40 to 49,"",674290,"",Dose 2,"",1513,"",0.224384167049786,"",81943,"",12.1524863189429,""
11575,20210424,S92000003,Total,d,40 years and over,d,2875396,"",Dose 1,"",2660,"",0.0925089970216276,"",2420398,"",84.1761621703585,""
11576,20210424,S92000003,Total,d,40 years and over,d,2875396,"",Dose 2,"",47254,"",1.64339103205263,"",945518,"",32.8830533255246,""
11577,20210424,S92000003,Total,d,50 to 54,"",393113,"",Dose 1,"",621,"",0.157969845820413,"",350727,"",89.217858478351,""
11578,20210424,S92000003,Total,d,50 to 54,"",393113,"",Dose 2,"",1443,"",0.367070028210718,"",58784,"",14.95346121853,""
11579,20210424,S92000003,Total,d,55 to 59,"",399344,"",Dose 1,"",161,"",0.0403161184342321,"",385636,"",96.5673704875997,""
11580,20210424,S92000003,Total,d,55 to 59,"",399344,"",Dose 2,"",1955,"",0.48955286670139,"",65665,"",16.4432168756761,""
11581,20210424,S92000003,Total,d,60 to 64,"",352569,"",Dose 1,"",110,"",0.0311995666096566,"",353380,"",100.23002589564,""
11582,20210424,S92000003,Total,d,60 to 64,"",352569,"",Dose 2,"",2952,"",0.837282914833692,"",58033,"",16.4600404459836,""
11583,20210424,S92000003,Total,d,65 to 69,"",300433,"",Dose 1,"",77,"",0.0256296745031338,"",301177,"",100.247642569225,""
11584,20210424,S92000003,Total,d,65 to 69,"",300433,"",Dose 2,"",10593,"",3.52591093521684,"",102931,"",34.2608834582087,""
11585,20210424,S92000003,Total,d,70 to 74,"",285830,"",Dose 1,"",36,"",0.0125948990658783,"",285629,"",99.9296784802155,""
11586,20210424,S92000003,Total,d,70 to 74,"",285830,"",Dose 2,"",15046,"",5.26396809292237,"",165871,"",58.0313473043417,""
11587,20210424,S92000003,Total,d,75 to 79,"",198210,"",Dose 1,"",12,"",0.00605418495535039,"",205983,"",103.921598304828,""
11588,20210424,S92000003,Total,d,75 to 79,"",198210,"",Dose 2,"",9646,"",4.86655567327582,"",157176,"",79.2977145451794,""
11589,20210424,S92000003,Total,d,80 years and over,d,271607,"",Dose 1,"",23,"",0.00846811753747142,"",280186,"",103.158607841477,""
11590,20210424,S92000003,Total,d,80 years and over,d,271607,"",Dose 2,"",4106,"",1.51174306995033,"",255115,"",93.9279915466096,""
11591,20210424,S92000003,Total,d,All vaccinations,d,,"",Dose 1,"",3737,"",,z,2775943,"",,z
11592,20210424,S92000003,Total,d,All vaccinations,d,,"",Dose 2,"",48861,"",,z,1071188,"",,z
11593,20210425,S92000003,Female,"",12 to 15,"",114486,"",Dose 1,"",0,"",0,"",15,"",0.0131020386772182,""
11594,20210425,S92000003,Female,"",12 to 15,"",114486,"",Dose 2,"",0,"",0,"",1,"",0.00087346924514787,""
11595,20210425,S92000003,Female,"",16 to 17,"",53579,"",Dose 1,"",5,"",0.00933201440863025,"",2985,"",5.57121260195226,""
11596,20210425,S92000003,Female,"",16 to 17,"",53579,"",Dose 2,"",3,"",0.00559920864517815,"",362,"",0.67563784318483,""
